updated_at,current_issue,regime_label,regime_features_json,data_health,drift_score,calibration_ece,ensemble_accuracy_50,ensemble_accuracy_100,weights_json
2026-09-26T00:54:57+07:00,202609260110,BALANCED,"{""n"": 100, ""p_large"": 0.44, ""switch_rate"": 0.5555555555555556, ""entropy"": 0.9833909340309812, ""drift_features"": {""large_z"": 0.82388123175822, ""js"": 0.031077511514607713, ""recent_large"": 0.52, ""baseline_large"": 0.455}}",OK,0.2644559977425841,0.020480866339261997,0.42,0.52,"{""rolling"": 0.2010190303798294, ""markov1"": 0.1962875021682567, ""markov2"": 0.20404628028651506, ""markov3"": 0.20482040458598963, ""logistic"": 0.06163512254310877, ""random_forest"": 0.08169592771572581, ""hist_gradient_boosting"": 0.050495732320574575}"
